id,created_at,created_by_id,question,answer
00006840-2d64-4da5-aede-e732b1ca3506,2024-12-02 06:03:55.931795+00,rfvcQZcsGohOZ3Lro7uP8mmHJ602,Where did you first hear about Wondercraft?,Other
00008899-6924-4835-97b6-7a33d585d091,2024-12-02 22:53:02.720618+00,9wma1geAOuaApuUTBoKgoV0mQVo2,What are you looking to create?,Podcast
00038faa-b63b-433d-be2e-73ad62a7a001,2024-12-10 11:05:08.420339+00,2tOYP5n5diTqDlGuwlCVHTlGkGm1,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
0003a347-4b58-44ea-859a-b72312f0aaa9,2024-11-28 21:21:49.542686+00,CNFrs6IckpfqTSu0SegnDGZR5dG3,Which of the following best describes you?,Educator/Teacher
0003af9b-a954-4498-ab81-3f82601c4ce5,2024-12-07 03:03:05.537383+00,WDAwepJz6zTx9yLpqYRDAzAFwKr2,What are you looking to create?,Podcast
00057cbe-a79b-4c0c-ba2e-3d0740124a09,2024-12-03 07:09:43.617318+00,DiYLYqCRirMUexHoUkvwXttJuRH2,What are you looking to create?,Podcast
00088fa4-a243-4261-a51f-0b1ebc5c40c1,2024-12-06 15:01:21.308385+00,RGmdFGryJwPbidpeAwiL5dbn1ZG2,Where did you first hear about Wondercraft?,Newsletter or article
000d4f8d-8f93-403d-9315-541e72ba7b75,2024-12-03 14:50:48.150745+00,fiY2Rv36p3Zjpa8nsx2kw15Qw6z2,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
000d5955-b308-4500-9aa9-01dabfe47fcf,2024-12-10 04:25:43.847378+00,OSLEhjcqXkPZDDV6LaJiVtIhjkF3,Which of the following best describes you?,Student
001176b2-57c0-44b1-8f5d-16e9aaf60883,2024-12-02 07:55:29.562142+00,uR6VTF9fTEREKpYkL1IS0J9K3qC3,What are you looking to create?,Podcast
001336d4-d29a-474e-b502-c451bb6c2f0b,2024-12-03 16:12:18.734395+00,AQVj1zh2ThPTZTPNQxvAyzAsy1i1,What are you looking to create?,Podcast
0014e6f0-aee7-4a93-b4a8-3f8dd6db5a4d,2024-12-02 12:52:45.390549+00,lx5oPQnVXPeB3krsG1higJqBoK63,Which of the following best describes you?,Student
001533c3-7046-42f9-ad44-59ba5a53a317,2024-12-01 14:59:46.108731+00,GN3xmhvhxbMi4doXVCs9i9J8EvG3,What are you looking to create?,Podcast
00154620-effe-44d3-87ba-d5d1f2d3f303,2024-12-10 05:29:44.226008+00,VkZNl4LF85SKcIqqGiBqo3BpbRL2,Which of the following best describes you?,Student
00170df0-129d-4cc1-8b44-542bad8175eb,2024-12-10 22:57:20.008508+00,33YylM7krGTrmpiB9PgEKa187m42,Where did you first hear about Wondercraft?,"Social media (LinkedIn, X, Threads, TikTok or Instagram)"
001dd95f-bf03-49a8-ae8e-e690f4715343,2024-12-04 15:01:55.011375+00,f5ttQypl2whISgKsuUkhRnoKKEm1,Where did you first hear about Wondercraft?,"Wondercraft generator tools (podcast, ad, meditation tool)"
001f4e00-f867-430b-921b-6c8ee4547505,2024-12-03 21:22:58.13084+00,1V0QnZungwNolfDeit2FHORXRTB2,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
002328c4-0146-4de6-82f0-93a114c2c172,2024-12-10 21:19:18.602733+00,Fe8kscgFjIYdVHq8zfUtWW5biUl1,Which of the following best describes you?,Educator/Teacher
00243a19-2572-4ecd-aedd-e1951314b688,2024-11-27 12:45:45.542019+00,B3uZkFWy48aYcLXCVnWCfid1ilw2,What are you looking to create?,Podcast
002c6078-5512-4d5d-8d4e-d9e556f5a1fe,2024-11-29 12:48:34.145771+00,Q6cRSZu3UuYQZtP7Goo1XggdgXo2,Which of the following best describes you?,Researcher/Academic
002d24ad-10d4-40a6-9b42-e84e410a092e,2024-12-02 14:03:37.237349+00,cSFTyygB74VdpMFbYi9pTh5iaR92,What are you looking to create?,Podcast
002fceb7-0909-4460-a5e6-485fe2ff496f,2024-12-04 12:43:27.790178+00,FqNFocBfVVeHJr5njhsXgdWEJsz1,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
00314adc-f903-4f90-b3da-a895fa29b360,2024-12-08 22:36:55.939402+00,vcicyMDLMDaLgLI3s5sRztQA4Ot2,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
003195e7-c913-46d1-84c4-4fe869aefaf6,2024-12-01 03:38:21.001662+00,63sJqFDw88ZiXB61o38mgiMalgV2,Where did you first hear about Wondercraft?,Other
0031c3a7-d233-4925-a8c2-60cdc4ca13c1,2024-12-02 18:01:22.245264+00,MalDFrUXFYXr3MYZ9HEJweSR0f63,Where did you first hear about Wondercraft?,YouTube
00368880-3103-4c36-a5ef-18ee4aa76954,2024-12-11 14:43:55.197947+00,RwKzMTa4uacWqXDh5LoJlBV9GM62,Which of the following best describes you?,Student
003a65c8-8615-4c22-a882-9c9faf445b9e,2024-12-11 16:36:15.768322+00,ky4HfdQMy4esUmNyuS9LC3tvuNK2,Which of the following best describes you?,Student
003b4614-e658-4424-b02d-5323002f4331,2024-11-28 15:41:50.332544+00,6pp3XnUH5EZJJ8y0cqauM8TqfZF2,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
003ce305-c38e-4f52-ac85-78e9ffbe18df,2024-11-27 14:02:07.776003+00,IvxJiT47NScjBP1uJ39zl4DKGFH3,Which of the following best describes you?,Journalist/Writer
0040ae07-2185-4206-ba87-5327eec72e2f,2024-12-09 12:04:38.742753+00,hMtNxK6ZHdN0vhbL1vVv1YAM1Vi2,Which of the following best describes you?,Educator/Teacher
0042ff20-1690-487c-bacb-f84656554a49,2024-11-27 12:17:56.039177+00,ZMpjsXyDhjhKhhFyXb2KuttrvGH2,Which of the following best describes you?,Hobbyist/Enthusiast
00483d82-1e5a-47ac-8ccc-0d39a50927e3,2024-12-07 19:08:37.388808+00,HTGUYvG6ZAVSJHqZ0Dkv5XtrKSx2,What are you looking to create?,Podcast
004dd72e-b72b-472f-b98d-680eb0b16263,2024-11-30 21:50:26.56875+00,UUah6eGzMcVEsH6ZMvtYM7o2g1G3,What are you looking to create?,Other
0051f878-4ec4-4ea0-9afc-8bd5b76dee62,2024-12-05 16:12:56.811866+00,ztM2aJnYLnY7dLyKoQVDYPixEor1,What are you looking to create?,Podcast
0051ff6b-5f17-4506-98e1-517a9e2441b7,2024-12-03 19:13:19.558852+00,7Y8ZV0vyHIctutDpEGO82JnN5nh2,Where did you first hear about Wondercraft?,"Social media (LinkedIn, X, Threads, TikTok or Instagram)"
0053017f-458b-40cc-84ad-719d87fd8f8c,2024-12-06 13:38:05.4198+00,OZFRScXU5OfBLph1oPzENPb6gv52,Which of the following best describes you?,Other
0053be9e-08d6-4101-a17d-4f3ce919c515,2024-12-06 16:46:06.867183+00,lvsb1OWA2qTBmYCehIxdhtrUM6a2,Which of the following best describes you?,Student
00542423-5cc1-4aa8-9134-5f2ed86ac0a0,2024-12-08 14:28:05.898137+00,Eq0eBGM04GPCJXCvgjwSnnsUY5i1,Where did you first hear about Wondercraft?,Product Hunt
00581efe-7de3-40f7-a889-7a2dc1e641a4,2024-11-27 16:36:30.883723+00,pusLAHtPnSXn08BoIQlTbloUHdu1,What are you looking to create?,Podcast
00589266-0f46-4d21-99ed-195beb854c7f,2024-12-07 10:32:07.589653+00,fgCio4GoyXYPmkoo2LlzJoJOaKC2,What are you looking to create?,Podcast
005ac92d-cbf1-46a4-9dec-849719218522,2024-11-30 17:44:12.116368+00,77wwunWOfIS9ldnfQrlGMh3pFPF3,Where did you first hear about Wondercraft?,YouTube
00614235-92ac-4043-bb15-0193f59efc9e,2024-12-02 06:31:21.846691+00,msqLxKXr5VbKh9uxBVJUKMAJP9A3,What are you looking to create?,Podcast
00622583-f85f-4eaa-8e75-604e40d57074,2024-12-03 00:55:27.791889+00,scHAysgKDVTWnz9EyEXex5OmuxF3,What are you looking to create?,Podcast
00628c4b-c3fc-4cfe-a1a2-f9b2ed710c53,2024-12-04 01:31:35.79996+00,QQSR0AHDrSgeAo3EI3XCTBm8xzx1,What are you looking to create?,Podcast
00683000-9268-4ccc-a211-1f48d8a6cf90,2024-12-06 06:19:56.215026+00,OIWpvrL7OcXxkZAn3XcV9eNxc9q1,Where did you first hear about Wondercraft?,YouTube
0068a28b-0705-49ca-8f0c-b9f5a3f6a685,2024-12-04 15:25:30.579278+00,BwGftdQDuTSqumXD7Zc9KcdVJ7c2,Where did you first hear about Wondercraft?,"Wondercraft generator tools (podcast, ad, meditation tool)"
0070af38-9337-4314-bac5-59b752ba96ee,2024-11-27 13:33:10.650677+00,sE1paIMxtsga1uMfhwMzxauOjPQ2,What are you looking to create?,Other
0071dd0b-9e6e-4020-9ab0-a443b09678c0,2024-11-27 16:07:28.00306+00,VLujJV197gOY6VpwM25DRnyZZfI3,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
00728e1c-d892-4d99-a247-73d7a10efad8,2024-12-04 17:17:46.212263+00,OPQvNQUqP0eDAuJcmYLtmw8Ju2g2,What are you looking to create?,Podcast
007a690f-ad8b-41b9-b4a8-9d447dabd061,2024-12-05 18:49:04.646882+00,bg6iZ047XxRMFnblnNagXk8GsYA3,What are you looking to create?,Podcast
007eef49-c0ee-4ad1-aa68-c796b46a8f0b,2024-12-11 20:12:55.857402+00,VD5KzR956vYUibxraeMFjNzQMyf1,Where did you first hear about Wondercraft?,Other
008340d1-18ae-4aac-9799-e4af160de12d,2024-12-07 13:41:54.157919+00,nneM16ie3VfHNuati2vuEidGSfi2,Where did you first hear about Wondercraft?,Other
008a1489-0b24-43f6-b4ed-99657693f3f1,2024-12-08 05:22:58.68901+00,GXhT6mMxhkhTmXCyZ5JGKWHi4Qf1,Where did you first hear about Wondercraft?,Word of mouth
008a2360-e1e6-47d5-94cd-8f8b1e45f624,2024-12-08 18:59:39.292914+00,IfBoC9akvafxAgE6UOaMMKVHqRt2,Where did you first hear about Wondercraft?,Other
008a78ae-b212-4a89-8217-9bf4f595b69a,2024-12-05 11:40:36.099989+00,zU4twnmbxGOulZGUerzsSx8AK803,Which of the following best describes you?,Marketing Professional
008b0cc8-2ced-418a-8fac-a63e74b93819,2024-12-02 05:17:30.997674+00,xLywW5BDN1SjgNat6cOD4ufWYix1,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
008e59cd-82e6-49dc-8142-e2ebf424777d,2024-11-30 07:02:24.222765+00,bOWHBq6xkzahkf824hFcncCk4Ps1,What are you looking to create?,Meditation
0091b1f9-5bd3-496d-b256-cfd6f493d159,2024-12-03 11:38:24.791518+00,zxzS7Sv2ffMOTs9yLGM4DMxGrW52,Where did you first hear about Wondercraft?,YouTube
00957098-c761-42c8-b40b-f163ada88140,2024-11-26 11:30:04.734636+00,2xT0dfyjjfclmb2hebC1QY4n7s93,What are you looking to create?,Podcast
00ad9a78-edca-4579-9b93-bef08930d782,2024-12-10 21:58:12.011339+00,ZdVKprgbA0Up66qSg1pPbQtrEL72,What are you looking to create?,Podcast
00af9c60-964a-45f8-9635-5e83ad47561a,2024-12-08 21:17:10.930119+00,r0KINxZxzbSjvYJ1XvcmT4b8rnW2,Which of the following best describes you?,Podcaster/Audio Content Creator
00afb641-c6c6-4652-af60-7050a7cefbba,2024-12-02 01:25:23.061353+00,I4siHEZpjRb0TqnUyzp5cRIk5dw1,What are you looking to create?,Podcast
00b0574b-e33e-451b-8980-32bf7213faeb,2024-12-01 15:51:14.607078+00,wON32KFMgFX08bkUwjoC2fcR8QP2,Where did you first hear about Wondercraft?,Word of mouth
00b198d6-b810-4240-9a2e-6f1d2e74fad7,2024-12-02 21:39:49.5748+00,DzuSvXFMvLXAHItnu20nbyWjTAP2,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
00b1cce3-c9c0-41a6-bc8f-404b12234748,2024-12-04 22:17:33.470867+00,xxlycjgYixOdU6Rao4plt25PNL52,Where did you first hear about Wondercraft?,YouTube
00ba6e36-1a09-48e1-8f42-35db67dd9d62,2024-11-30 14:15:53.385633+00,qMk9yXaqSBNF4BhDfV4evWq7L7o2,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
00bf0d33-e29f-489b-8786-72512a9697e7,2024-12-02 19:12:24.122092+00,fCzf5D2boDYvaDry7ufmslYasWu1,Where did you first hear about Wondercraft?,Other
00c87def-6f61-4ff5-8ecc-b503a3cd80c1,2024-12-06 19:39:43.827163+00,IXpmunAzXLcSEMeuNmr5G4ljcZk1,Which of the following best describes you?,Hobbyist/Enthusiast
00cf715f-a36a-410a-8825-bd020264c60d,2024-12-08 19:42:42.744043+00,GWp5nxnNrbOQBIJ3zgLaqigjbjz1,Which of the following best describes you?,Student
00d3e1b1-12cc-4ce3-9226-e9e1bc44b33c,2024-12-03 15:02:02.008035+00,Unlme7KUCVNxcwEcANFTrcfCJdG3,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
00d8aa50-96e7-4635-ada1-03f0ed983e63,2024-11-27 08:47:23.991909+00,Khbu9BrKoQYw1ZAZmHvBc5fq3nh2,Which of the following best describes you?,Student
00d9b465-2bf0-4b29-8b85-3484f2107656,2024-12-02 15:14:30.62038+00,hy72sl2zB9W58df1pm1rVWm0HDK2,What are you looking to create?,Audiobook
00da7a57-a14f-46ea-9b85-168f2aa43530,2024-12-08 13:58:32.455182+00,fkRnAukjo4PT9lRKHfjyQdDEYbW2,What are you looking to create?,Podcast
00e2c9c5-3775-4d20-91b4-314f414f06f4,2024-12-11 00:17:49.417029+00,qgJe6Z3WTIbW6vBWqYk7N0WDzJA2,What are you looking to create?,Podcast
00e5c9ea-9ce1-4859-a360-f946044ae6dd,2024-12-06 05:40:37.245914+00,Xvx6mYjnXzMv5PkVOnoGYE6yp7S2,What are you looking to create?,Podcast
00e84611-92bb-4607-8c0d-07889a08819a,2024-12-06 15:39:37.154469+00,j3BYwdzXkdh9MMR6FopEzzn3BCq1,What are you looking to create?,Podcast
00eeb599-a091-408d-b8e7-4444d6df1414,2024-12-06 23:24:43.429104+00,QShb1xJ6DqUmZqXk6XQ64rfghDf2,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
00ef3108-490b-428e-a32d-297369545ff2,2024-12-01 01:02:58.339334+00,G4KMuExHRXbbdpNWikSSrpN7Cn03,Which of the following best describes you?,Researcher/Academic
00f64453-9710-4666-a0bb-2865742f8f20,2024-12-04 10:01:44.281725+00,yvXkrc6FMPfUt5hWo5w9c4UwElv2,Where did you first hear about Wondercraft?,YouTube
01040e29-919c-4cd3-acbd-7d5329165bb2,2024-12-07 04:00:32.698066+00,39heKYyvXYesQP9aZxfV9orGexo1,Where did you first hear about Wondercraft?,Word of mouth
01097ecc-444d-4fb2-a7f0-0afe57ef1722,2024-12-10 00:41:17.356584+00,o5jwvxuKV5gaOnmlNIQozUwzrRd2,Which of the following best describes you?,Student
010e6d8a-e40f-48f6-8d7d-3137f7a16eb6,2024-12-01 20:04:19.999686+00,tipGIg29Daac51Wp48KPJsI4kqB2,Where did you first hear about Wondercraft?,"Social media (LinkedIn, X, Threads, TikTok or Instagram)"
0113eb9a-a760-4a41-a0a9-98f64b8c5c1f,2024-11-29 05:37:44.560767+00,7mgTQpW9dCMKH8SO7YBK0CFwL8n2,Where did you first hear about Wondercraft?,YouTube
01150025-5c85-46a8-a6b9-940f827c0bcd,2024-12-01 10:02:48.846037+00,rYIMHkqcI2N1NzQ5P9YvurFdZ5s2,What are you looking to create?,Podcast
011d7b18-0096-4380-87ea-2c7e71a417a0,2024-11-29 14:42:02.094921+00,cgkFqRQ4RnY4v4oo0l8wafBZ3Y12,What are you looking to create?,Podcast
0122d809-2721-45f2-bbb5-1a3242ab9895,2024-11-26 13:09:10.501391+00,Xa28I3ORT9c0rHWBGMVgoXICkq73,Where did you first hear about Wondercraft?,"Social media (LinkedIn, X, Threads, TikTok or Instagram)"
01286b18-293b-4713-b531-e6bd465120f2,2024-12-06 05:04:11.134709+00,i9yFiV8N6nZTDcC9xeVLVTtEutx1,Which of the following best describes you?,Hobbyist/Enthusiast
0129032e-843a-489a-9575-197480f3b666,2024-12-02 13:16:58.671401+00,hAUn21bo9hetTzWbUAiHsZjgUjD2,What are you looking to create?,Podcast
012deb34-7c2f-4498-a255-54382bc19188,2024-11-27 10:57:33.393722+00,sul5ZswPkmZq7eoG4hSf4odPXwt2,What are you looking to create?,Podcast
01351650-7944-4b64-b364-6c17f19ee70c,2024-12-04 14:47:37.831668+00,ZEWe5TfAuKZVx1U8wHjF4e4CT7J3,What are you looking to create?,Podcast
013b7525-257f-4ae6-83b1-1fb42db35480,2024-12-08 19:46:11.437087+00,yQWPnhS6ZXfmvi130vkknPdy2K92,Which of the following best describes you?,Other
013f3e5e-3257-43be-8d2d-7732fb15760a,2024-12-03 20:40:31.777543+00,018263jsjQdesRyskZ6WlYOB2rC2,Which of the following best describes you?,Student
013f4418-48bc-447d-82c3-c5054ecb5f1b,2024-11-26 12:08:40.837288+00,kPv3DHrH4QbMsQClqqoxy59s3662,What are you looking to create?,Podcast
013fd82c-b8e3-4b02-8049-9f0383c37892,2024-12-10 00:03:25.814241+00,AdzxYuwx02cjPzLA9mVoL5ylntO2,Which of the following best describes you?,Developer/Engineer
0147f15d-5b75-4d88-8f0a-a31df0765464,2024-12-02 01:45:06.886034+00,gtSsWJjzeMOT0W1JY6TwjEL4Ee82,Which of the following best describes you?,Student
0149d840-91e5-4378-9211-135432cd7495,2024-12-11 12:08:13.126002+00,SOegvOusoaRocJcIju4Qgt9XqZ43,Where did you first hear about Wondercraft?,YouTube
01509c65-579a-45e4-84a1-be234024e578,2024-12-02 04:55:24.395788+00,7RPHeHDWgUTCaHIBQG4mZsMuod03,Which of the following best describes you?,Student
01515172-ec1b-45fa-bb1c-31065215e862,2024-12-06 15:06:57.180341+00,vyg95VycU9Wxuh3eAtmtZyKhPg22,What are you looking to create?,Podcast
0157205c-7522-4a2e-8231-0b2cf854cfd8,2024-12-10 12:54:36.120245+00,i7NkvWIKxSWflDtBwqkLqzZUWVa2,What are you looking to create?,Podcast
01578e65-d6da-4b5d-9145-b0952e4b5b14,2024-12-11 06:38:17.841595+00,RfIvjrqMt0OXqplNb27XqVhh8dq1,Which of the following best describes you?,Hobbyist/Enthusiast
015ba84b-69fc-4b7d-b735-fe7f74e36560,2024-12-09 17:28:59.477875+00,4uIKQSwb8ycSGT1YOVVMtaqmecm2,Which of the following best describes you?,Student
015d45a4-3ed7-404b-8d1a-8cef7603512a,2024-11-30 14:22:18.680865+00,lySw4z02MXYyyFOcTWT34pITRJH3,What are you looking to create?,Podcast
015e396c-5b19-4227-9d9a-78a1e7eb9e32,2024-12-03 20:01:30.280345+00,CGOMad676KU5rRT8cAEesf4ajqd2,What are you looking to create?,Podcast
015fa3e0-ee41-4b54-9d14-df3225557faa,2024-12-05 03:33:03.929594+00,295kYfMeZ7UzhGlm9Fc8ZhvDFTf1,Where did you first hear about Wondercraft?,Other
0162c0ec-174a-4814-93a5-c10774a33191,2024-11-26 21:41:18.645983+00,jRgV2SJBZqbDC4vdqXXMwd4Km1N2,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
01639f5a-5f14-46da-92ec-995eca19991e,2024-11-29 05:02:43.14864+00,mZeoslgjz2QqVAqGUiR6tZRnMQm1,What are you looking to create?,Podcast
016e13fc-0f34-4d6b-a2cf-62e87adecdda,2024-12-05 20:03:18.310627+00,WkjiMusynSQwaaGPIkOv4bk7KZa2,Where did you first hear about Wondercraft?,YouTube
0170341f-cb03-4974-9746-4f7280a6ed0a,2024-12-06 15:28:17.39247+00,UlHvN46ATDdh89mMCQn85K9zMOr1,Where did you first hear about Wondercraft?,"Social media (LinkedIn, X, Threads, TikTok or Instagram)"
01746e71-f5b8-4c1f-b6da-387689f1b8b6,2024-12-02 12:43:33.653427+00,he09o8Fb8IebVh7SDAHlSmt1iTi2,What are you looking to create?,Podcast
017569f1-341e-4e74-9315-194ff4b89186,2024-12-03 12:59:47.195975+00,chd4kS6l6KhwjZ7p5K0JBFUnmRf2,Which of the following best describes you?,Student
01760872-031d-4ed9-8ef5-a529d5f10418,2024-12-02 23:01:57.338649+00,hVF0K4s9VmS68gpFAn7D25MKbIP2,Where did you first hear about Wondercraft?,Word of mouth
0181e43a-8461-4d3c-aa17-b26af57ed154,2024-12-10 15:12:26.50891+00,AfD1mT0325MFB4x3Jbp7jZzZpaB2,Where did you first hear about Wondercraft?,Other
01874712-a7f3-4d5f-883f-8dfd535e25a1,2024-12-01 17:05:07.191624+00,5vZPJBwGTHO9aezD9n1ljyTZ3EW2,Which of the following best describes you?,Student
01900e37-805f-455d-9a08-efc204b5ad0d,2024-12-06 09:47:14.896834+00,FKFVUSdyDNRP2BRILwFTP2SLwk02,Where did you first hear about Wondercraft?,"Social media (LinkedIn, X, Threads, TikTok or Instagram)"
0191f88d-df67-4fe8-8426-982999292b99,2024-12-02 16:22:00.600046+00,lGoSeCNmBVb13b0mCaSRiWC6yjl1,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
01993f7e-1340-40b6-92b1-1ede2f452db2,2024-12-05 11:45:14.25631+00,wDJhodexlBT8HR4i7WzGMAHfPqW2,Where did you first hear about Wondercraft?,"Social media (LinkedIn, X, Threads, TikTok or Instagram)"
0199f892-3c63-4b15-9772-4b838e47e9ff,2024-11-26 20:29:45.420168+00,Jn68niGKoJfG5UkGWUW88NEkP8W2,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
019eaba8-1bb9-41cc-a879-fc3998e3f970,2024-12-05 05:53:50.732532+00,YQoJrIEuzbMSUJ6iAq5n6kEEB4f1,Which of the following best describes you?,Student
01a6bbcc-1585-45c0-ace4-c415ad439c03,2024-12-08 20:28:47.390451+00,a3U149pYErTAAr92YXBisNldMqo2,Which of the following best describes you?,Student
01ad4dd8-548a-4b44-aedf-c6e04b0cfcfb,2024-12-11 05:09:31.100716+00,sKkwQ43CIdbC0i3jVQUoVmYN7lw1,Which of the following best describes you?,Student
01ad953d-be56-432b-b0d6-073509e7e9f3,2024-12-01 20:57:33.336862+00,QBykteYIqkcDRVqYuirMbbc9bmF2,Which of the following best describes you?,Educator/Teacher
01aea042-3e12-44b1-9a86-72c4ad155d1a,2024-12-06 08:41:14.083328+00,k3HkxRXUjUMCDkexOarL7CgSciG3,What are you looking to create?,Podcast
01b5ded6-2628-47c5-92a3-c57447499519,2024-12-03 20:53:33.752139+00,NzhjtL9UTeaoJAI5nv1cMJhIyZq2,Where did you first hear about Wondercraft?,Other
01ba7198-03e7-4d31-a7ce-f8e95911960e,2024-12-05 10:46:22.170444+00,mtPUuNaRKmagyNeFe83GPYXNAZa2,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
01bf97fb-3406-4f85-84b7-7b9c8cd1b6c7,2024-11-26 21:10:56.975344+00,Y6sZX7mzFVYZfT0Ob4Ygs9SazH62,What are you looking to create?,Meditation
01c1598a-3d05-4192-bdae-32ebdf8fd0c4,2024-12-01 23:59:16.5528+00,xhmZo3LJfUM5Q94X5306RTtZBJh1,Which of the following best describes you?,Student
01c19e27-2741-49b6-a297-3e90966c1528,2024-12-09 12:51:13.346318+00,rVGR6yE0Igg0lZ871bTSlt4hZsn1,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
01c28695-d236-48dc-93ce-4fdc5fbbf416,2024-12-10 04:14:26.021453+00,CjHT9fRoY7QE0lvvUyM0iFfEczb2,Where did you first hear about Wondercraft?,YouTube
01c294d1-d3ee-4954-a1b0-7c65578902f0,2024-12-05 11:42:09.383227+00,jEFOJZ70o6hW8IreNdvmHVYrbUG3,Where did you first hear about Wondercraft?,YouTube
01c45e56-ee35-4308-97bd-675aa020e54a,2024-12-03 05:10:47.849647+00,DLByMYKqowNVkDaTEI7DQnuPmE43,Where did you first hear about Wondercraft?,YouTube
01c7ad28-c9ff-4841-9528-a94a7e9f2a91,2024-12-11 12:01:26.184961+00,ZSTFeYPQEmdK9jA7zREmtOw4lDT2,What are you looking to create?,Podcast
01cd88c2-44e7-46e8-a631-ed6646716ee5,2024-12-02 20:13:47.355841+00,studdUyVO3QzlrrWn2NtIUdSg592,Which of the following best describes you?,Other
01cecbe9-595d-44cb-b771-e0c511e86a5c,2024-12-02 17:12:59.55552+00,K4JROip1wZNwlner9wdi4erMgeg1,Which of the following best describes you?,Educator/Teacher
01d5f54d-9d4a-4db5-9206-23122d44805e,2024-12-04 21:34:04.076592+00,3aTICJbVZrQWCmld2NL4XSmZLzD3,What are you looking to create?,Podcast
01d71392-714b-41ab-a805-4099113fa8a8,2024-12-05 00:12:23.594788+00,DqwDjrrNBQg7DGnl7p9s5gNxy2E2,What are you looking to create?,Other
01d736d3-cdc8-4a13-827d-a32d65dcc68d,2024-12-05 10:13:49.58294+00,5f76e3BXtLSGpKLRzvYvrw4bwAG2,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
01da4162-abc7-4707-9cb9-2aecd7c25011,2024-12-02 16:37:38.790796+00,8txcyyOQhCO6EuisAONjd3t9eM62,Where did you first hear about Wondercraft?,"Social media (LinkedIn, X, Threads, TikTok or Instagram)"
01e0699e-7ee1-4353-a3cf-f8c1021a7286,2024-12-05 14:34:38.613263+00,1uNkCHobzFgzKJCCuVaq14sBNFK2,Where did you first hear about Wondercraft?,Word of mouth
01e19740-8fa2-4a66-bd96-b69421354dfe,2024-12-10 17:43:01.499744+00,6qkeRW2qy3emgmbxSa7T2cjXx5i1,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
01e21b99-2a1a-47ac-9529-d46d1a5253c3,2024-12-06 18:57:08.39878+00,urjrbyBG6Ob0XIhkQm5wFNPguWF2,Where did you first hear about Wondercraft?,"Social media (LinkedIn, X, Threads, TikTok or Instagram)"
01e6920a-eda8-46fa-bdf6-4b7c0ab5bad7,2024-12-11 02:57:45.365677+00,nNpXVPPfJkdX73mnpjexUzQz24C2,Which of the following best describes you?,Educator/Teacher
01e69a4f-5b52-4944-9a0c-540f1b60dfd1,2024-11-27 16:00:45.002692+00,hUUao6WJ7WfwQ2LshqP76GItn3h2,What are you looking to create?,Podcast
01f1e3a2-dcde-4eda-ba2e-75eae701d77a,2024-12-09 18:21:35.618664+00,benfXnJ7kbdbgAAfzWJgNbDC2ka2,What are you looking to create?,Audiobook
01f21d22-7016-428b-86a1-6aa0c26df5aa,2024-12-08 22:15:24.505037+00,v7rZqXlUAThuYxgezVFSfVZByfP2,Where did you first hear about Wondercraft?,Word of mouth
01f8c786-535d-4d67-9d23-6a8f5f7914b8,2024-11-30 16:19:58.619576+00,hi0CrUL4myRc6phGZUpdIFv5fag1,What are you looking to create?,Other
01f94884-2ffd-4e6a-a9db-5680324c3e43,2024-12-03 16:57:02.330497+00,oo9EWUZ5I3aAhCe7fEhsqEOuNXn2,Where did you first hear about Wondercraft?,"Search engines (Google, Yahoo, Bing, etc)"
01f9dc07-e8e4-416d-baf8-04510e0a7873,2024-12-01 13:16:46.386613+00,yj9l7YxCtie5BLI84TkoldKACIO2,What are you looking to create?,Podcast
01f9eea5-03a5-4c1b-83da-8da36235bc03,2024-12-09 20:51:08.882642+00,5y5XVIlwnhbHS0gxbClPG8O7x5d2,Which of the following best describes you?,Student
0203df5b-5081-4c75-b53f-82410619ab33,2024-12-02 15:36:32.119494+00,svnERRmWVkMqDfVhRqssdGFmkEz1,Which of the following best describes you?,Student
